Alloy;No;S_Phase;Phase;a (Å);δ;T_m (K);σT_m (K);ΔH_mix (kJ/mol);σH_mix (kJ/mol);S_id (R);χ;Δχ;VEC;σVEC;Bulk Modulus (GPa);σBulk (GPa);Young's modulus E (GPa);Shear modulus G (GPa);Ag;Al;As;Au;B;Ba;Be;Bi;Br;C;Ca;Cd;Ce;Cl;Co;Cr;Cs;Cu;Dy;Er;Eu;F;Fe;Ga;Gd;Ge;H;Hf;Hg;Ho;I;In;Ir;K;La;Li;Lu;Mg;Mn;Mo;N;Na;Nb;Nd;Ne;Ni;Ns;O;Os;P;Pb;Pd;Pr;Pt;Rb;Re;Rh;Ru;S;Sb;Sc;Se;Si;Sm;Sn;Sr;Ta;Tb;Te;Ti;Tl;Tm;V;W;Y;Yb;Zn;Zr
Al2Sm;2;IM;IM;1,5580;0,114372;1070,6467;193,9971;-33,7778;1,9904;0,6365;1,4633;0,2074;3,0000;0,00000;63,3333;17,9134;63,3333;23,8333;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al3Ti;2;IM;IM;1,4395;0,009024;1185,3525;436,2733;-22,5000;3,2476;0,5623;1,5925;0,0303;3,2500;0,43301;84,5000;14,7224;81,5000;30,5000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AlTi;2;IM;IM;1,4470;0,010366;1437,2350;503,7650;-30,0000;0,0000;0,6931;1,5750;0,0350;3,5000;0,50000;93,0000;17,0000;93,0000;35,0000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al3V;2;IM;IM;1,4030;0,035801;1245,8525;541,0624;-12,0000;1,7321;0,5623;1,6150;0,0087;3,5000;0,86603;97,0000;36,3731;84,5000;31,2500;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Al8V5;2;IM;IM;1,3874;0,040677;1414,0585;607,9017;-15,1479;0,4145;0,6663;1,6177;0,0097;3,7692;0,97301;108,3077;40,8664;92,3077;34,0769;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
Al3Yb;2;IM;IM;1,4990;0,077417;974,3525;70,8106;-15,0000;2,1651;0,5623;1,4825;0,2208;3,0000;0,00000;64,7500;19,4856;58,5000;21,9750;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Al2Zr3;2;IM;IM;1,5346;0,054589;1650,1880;585,1978;-42,2400;0,8622;0,6730;1,4420;0,1372;3,6000;0,48990;30,4000;37,2322;68,2000;30,2000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Al3Zr;2;IM;IM;1,4748;0,050209;1232,1025;517,2467;-33,0000;4,7631;0,5623;1,5400;0,1212;3,2500;0,43301;57,0000;32,9090;69,2500;27,7500;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Al3Zr4;2;IM;IM;1,5297;0,055320;1616,0586;591,1390;-43,1020;0,4444;0,6829;1,4500;0,1386;3,5714;0,49487;32,5714;37,6102;68,2857;30,0000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
AuBe5;2;IM;IM;1,1803;0,099142;1522,8883;82,9842;0,0000;0,0000;0,4506;1,7317;0,3615;3,5000;3,35410;145,0000;33,5410;252,1667;114,5000;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Au2Bi;2;IM;IM;1,4780;0,034446;1073,1200;373,6494;1,7778;0,1048;0,6365;2,3667;0,2451;9,0000;2,82843;157,0000;89,0955;62,6667;22,0000;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuCu;2;IM;IM;1,3600;0,060294;1347,5500;10,2200;-9,0000;0,0000;0,6931;2,2200;0,3200;11,0000;0,00000;180,0000;40,0000;104,0000;37,5000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuCu3;2;IM;IM;1,3190;0,053839;1352,6600;8,8508;-6,7500;0,9743;0,5623;2,0600;0,2771;11,0000;0,00000;160,0000;34,6410;117,0000;42,7500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuGa2;2;IM;IM;1,4087;0,016732;647,7167;487,6303;-16,8889;0,9952;0,6365;2,0533;0,3441;5,6667;3,77124;73,3333;103,7090;26,0000;9,0000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Au3In2;2;IM;IM;1,5288;0,069537;974,2980;444,6216;-10,5600;0,2156;0,6730;2,2360;0,3723;7,8000;3,91918;132,0000;107,7775;51,2000;16,2000;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Au2Pb;2;IM;IM;1,5447;0,093996;1091,7567;347,2931;1,7778;0,1048;0,6365;2,4700;0,0990;8,6667;3,29983;162,0000;82,0244;57,3333;19,8667;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuPb2;2;IM;IM;1,6473;0,088138;846,1833;347,2931;1,7778;0,1048;0,6365;2,4000;0,0990;6,3333;3,29983;104,0000;82,0244;36,6667;12,7333;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuPb3;2;IM;IM;1,6730;0,079718;784,7900;319,0091;1,5000;0,2165;0,5623;2,3825;0,0909;5,7500;3,03109;89,5000;75,3442;31,5000;10,9500;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AuSb2;2;IM;IM;1,5540;0,050963;1048,2967;204,3774;-3,5556;0,2095;0,6365;2,2133;0,2310;7,0000;2,82843;101,3333;83,9100;62,6667;22,3333;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Au9Sn;2;IM;IM;1,4598;0,036580;1254,1050;249,6750;-3,6000;1,9200;0,3251;2,4820;0,1740;10,3000;2,10000;203,8000;48,6000;75,2000;26,1000;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
AuSn;2;IM;IM;1,5310;0,058132;921,2050;416,1250;-10,0000;0,0000;0,6931;2,2500;0,2900;7,5000;3,50000;139,0000;81,0000;64,0000;22,5000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
AuSn2;2;IM;IM;1,5607;0,053765;782,4967;392,3264;-8,8889;0,5238;0,6365;2,1533;0,2734;6,3333;3,29983;112,0000;76,3675;59,3333;21,0000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
AuSn4;2;IM;IM;1,5844;0,044938;671,5300;332,9000;-6,4000;1,4400;0,5004;2,0760;0,2320;5,4000;2,80000;90,4000;64,8000;55,6000;19,8000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
B4Co;2;IM;IM;0,9062;0,190245;2232,8000;232,4000;-15,3600;3,4560;0,5004;2,0080;0,0640;4,2000;2,40000;215,2000;17,6000;41,8000;15,0000;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BCo2;2;IM;IM;1,1073;0,183482;1961,6667;273,8860;-21,3333;1,2571;0,6365;1,9333;0,0754;7,0000;2,82843;194,6667;20,7418;139,3333;50,0000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BCr2;2;IM;IM;1,1060;0,182850;2236,3333;79,6674;-27,5556;1,6237;0,6365;1,7867;0,1791;5,0000;1,41421;181,3333;30,1699;186,0000;76,6667;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BNi2;2;IM;IM;1,1040;0,181901;1935,0000;292,7422;-21,3333;1,2571;0,6365;1,9533;0,0613;7,6667;3,29983;194,6667;20,7418;133,3333;50,6667;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BNi3;2;IM;IM;1,1395;0,161881;1883,2500;268,9009;-18,0000;2,5981;0,5623;1,9425;0,0563;8,2500;3,03109;191,0000;19,0526;150,0000;57,0000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Be3Nb;2;IM;IM;1,2033;0,108321;1857,5000;515,2851;-18,7500;2,7063;0,5623;1,5775;0,0130;2,7500;1,29904;140,0000;17,3205;241,5000;108,5000;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Be17Ti2;2;IM;IM;1,1632;0,088124;1600,1053;116,9259;-11,3019;5,7383;0,3365;1,5668;0,0092;2,2105;0,61378;127,8947;6,1378;269,0000;122,7368;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Be2Ti;2;IM;IM;1,2393;0,127043;1687,0000;179,6051;-26,6667;1,5713;0,6365;1,5600;0,0141;2,6667;0,94281;123,3333;9,4281;230,0000;102,6667;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bi2Mg3;2;IM;IM;1,5806;0,015807;771,6800;185,3284;-9,6000;0,1960;0,6730;1,5940;0,3478;3,2000;1,46969;39,4000;6,8586;39,8000;15,0000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bi3Pb7;2;IM;IM;1,6900;0,054232;583,8370;25,6212;0,0000;0,0000;0,6109;2,2370;0,1421;4,3000;0,45826;41,5000;6,8739;20,8000;7,5200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CaCu5;2;IM;IM;1,3943;0,186562;1317,3083;90,4750;-7,2222;2,1533;0,4506;1,7500;0,3354;9,5000;3,35410;119,5000;45,8394;111,6667;41,2333;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CaZn13;2;IM;IM;1,4365;0,104163;722,8457;108,7640;-5,8367;4,1627;0,2573;1,6036;0,1674;11,2857;2,57539;66,2143;13,6496;101,7143;40,4571;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
Cd10Cu3;2;IM;IM;1,5011;0,081398;770,4238;321,7027;4,2604;0,7330;0,5402;1,7385;0,0885;11,7692;0,42133;64,6154;41,2899;68,4615;25,6923;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cd3Cu4;2;IM;IM;1,4023;0,102342;1030,5343;377,8593;5,8776;0,0606;0,6829;1,8100;0,1039;11,4286;0,49487;98,0000;48,4974;95,7143;35,5714;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cd3Mg;2;IM;IM;1,5763;0,009065;676,4150;142,3659;-4,5000;0,6495;0,5623;1,5950;0,1645;9,5000;4,33013;42,7500;1,2990;48,7500;18,5000;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CdMg;2;IM;IM;1,5845;0,010413;758,6100;164,3900;-6,0000;0,0000;0,6931;1,5000;0,1900;7,0000;5,00000;43,5000;1,5000;47,5000;18,0000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CdMg3;2;IM;IM;1,5928;0,008972;840,8050;142,3659;-4,5000;0,6495;0,5623;1,4050;0,1645;4,5000;4,33013;44,2500;1,2990;46,2500;17,5000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CdSn10;2;IM;IM;1,6153;0,009255;513,1836;25,6259;0,0000;0,0000;0,3046;1,9355;0,0776;4,7273;2,29984;56,5455;4,5997;50,0000;18,0909;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
Co3Sn2;2;IM;IM;1,3986;0,129252;1262,8320;618,7019;0,0000;0,0000;0,6730;1,9120;0,0392;7,0000;2,44949;131,2000;59,7675;145,4000;52,2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
CoTi;2;IM;IM;1,3565;0,077774;1854,5000;86,5000;-28,0000;0,0000;0,6931;1,7100;0,1700;6,5000;2,50000;145,0000;35,0000;162,5000;59,5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Co2V3;2;IM;IM;1,2900;0,024685;2017,0000;203,3076;-13,4400;0,2743;0,6730;1,7300;0,1225;6,6000;1,95959;168,0000;9,7980;160,4000;58,2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
CoZn;2;IM;IM;1,3230;0,054422;1230,3400;537,6600;-5,0000;0,0000;0,6931;1,7650;0,1150;10,5000;1,50000;125,0000;55,0000;158,5000;59,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
CrFe;2;IM;IM;1,2450;0,003213;1995,5000;184,5000;-1,0000;0,0000;0,6931;1,7450;0,0850;7,0000;1,00000;165,0000;5,0000;245,0000;98,5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cr2Mn11;2;IM;IM;1,3345;0,027308;1620,6923;238,4896;1,0414;0,3459;0,4293;1,5669;0,0397;6,8462;0,36080;126,1538;14,4320;210,4615;17,6923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cr3Si;2;IM;IM;1,2250;0,033934;2056,7500;213,4753;-27,7500;4,0054;0,5623;1,7200;0,1039;5,5000;0,86603;145,0000;25,9808;221,0000;86,2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CrSi2;2;IM;IM;1,1850;0,038190;1851,3333;232,4024;-32,8889;1,9380;0,6365;1,8200;0,1131;4,6667;0,94281;120,0000;28,2843;124,3333;38,3333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu4Ce;2;IM;IM;1,3874;0,157705;1299,8160;115,9080;-13,4400;3,0240;0,5004;1,7440;0,3120;9,4000;3,20000;116,4000;47,2000;110,8000;41,1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu5Ce;2;IM;IM;1,3692;0,148890;1309,4750;107,9909;-11,6667;3,4783;0,4506;1,7700;0,2907;9,6667;2,98142;120,3333;43,9760;114,0000;42,2500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CuDy;2;IM;IM;1,5260;0,162516;1518,8850;161,1150;-22,0000;0,0000;0,6931;1,5600;0,3400;7,0000;4,00000;90,5000;49,5000;95,5000;36,3500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CuEr;2;IM;IM;1,5170;0,157548;1579,8850;222,1150;-23,0000;0,0000;0,6931;1,5700;0,3300;7,0000;4,00000;92,0000;48,0000;100,0000;38,1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu3Ge;2;IM;IM;1,2685;0,012972;1321,1775;63,3801;-8,6250;1,2449;0,5623;1,9275;0,0476;9,2500;3,03109;105,0000;60,6218;97,5000;36,0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cu51Hf14;2;IM;IM;1,3426;0,091856;1605,0811;472,0246;-11,4916;2,2644;0,5210;1,7708;0,2467;9,4923;2,87762;133,5385;12,3327;118,8000;44,1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
